userid,username,item,item_type,ctime,comment,rating,product_quality,seller_service,delivery_service,has_template_tag,template_tags,tags,is_oversea,origin_region,like_count,is_repeated_purchase,exclude_scoring_due_low_logistic
653610532,c*****2,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650968234,"it's so so pretty and cute and nice and really really wow hahaha shia ai salaleo sarawattine brightwin enemer haha! i love it...really. thanks, tbk! bad buddy series next ):)",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
153390785,k*****e,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654999836,Brightwin is realllllll,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}]",False,ph,1.0,False,False
598472210,s*****9,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650705339,"After a day na di po mapickup ang order ko for this, di ko inexpect to deliver it today. 🥺 Sobrang excited ako ng nalaman ko ngayon pala, I love how pretty elegant ng necklace for 2gether and I actually bibili ako for meteor necklace ng F4 ni GoryaThyme (wala kasya sa pera ko for it.)  Ty much",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}]",False,ph,1.0,False,False
95006939,k*****z,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649653974,"Sobrang ganda nung necklace, first time ko um-order ng item sa TBK kaya na-amaze ako sa quality hahaha. Nagustuhan ng pinsan ko, gift ko kasi sa kanya ito hehe. Salamat na rin po sa freebie na socks!",5,5,,,False,[],,False,ph,1.0,False,False
146352132,renrensokyut,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649305246,Very satisfied cx here 🙌🏻🙌🏻🙌🏻,5,5,,,False,[],,False,ph,0.0,False,False
327503957,j*****a,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1651507806,Hello! I love thissss! Sorry walang masyadong picture yung mismong item kasi pang gift ito pero hindi ko napigilan inopen ko kanina pero nakimutan kong picturan so explain ko na lang po.  ang ganda po ng lalagyan mabigat at yung item sbrang ganda maliit yung bilog na pendant at yung freebie ang gand,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
645676562,i*****_,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1651925452,"Sulit talagaaaa, I love this necklace so much T ____T Fav ko talaga kasi 2gether and sobrang ganda ng quality huhu. Nabili ko nung 50% off and 129 nalang, thanks din sa pafreebie seller <33",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,1.0,False,False
2293385,ayacbm,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650596774,"Super ganda  ❤❤❤
Been wanting to get this 2gether necklace and I love it. !!! Dapat pala nanghingi ako kay seller nung pang measure sa ring para rings naman bibilin ko next time 😊",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,2.0,False,False
368264629,r*****1,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650598938,"Responding to positive reviews increases their value. When you respond to a positive review, the customer who left the review feels appreciated, which increases the chance for repeat business. ty sa freebie tala",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,0.0,False,False
324742705,arjanetaperla,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654761484,Thank you po!❣️😍🤩😍😘,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
743589897,chogchog832,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654538649,Okay naman sya tapos maganda kaya order na kayo promise nde kayo malulugi,5,5,,,False,[],,False,ph,,False,False
317311449,claireannbyun2946,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650447304,Merch to ng first bl series na pinanood ko sabi ko hanap lang ako ng pampakilig ehh tapos wala na naaddict na lalo sa bl series more merch to come.,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
285590453,reyoxxhy,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649329064,100% very satisfied with the item ++ the 2 freebies which is the necklace and the socks😭. Super beyond grateful for this shop. I'll definitely buy more in the future!,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
587508779,lykah.k,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654844577,,5,5,,,False,[],,False,ph,,False,False
353092991,samanthayvonefernandwz,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650424597,owemjii ang ganda ng necklace 😩🤚,5,5,,,False,[],,False,ph,,False,False
566888646,ellaizamaeaguilar,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649301039,,5,5,,,False,[],,False,ph,1.0,False,False
327344861,s*****d,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650449067,Came in nice packaging ang good quality! Thank you so much for this and making my brightwin heart happy. I hope you would create more series soon. Looking forward. God bless!,5,5,,,False,[],,False,ph,0.0,False,False
698896810,1ss13buot6,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1653292670,"Ang ganda nyaaaa super! Thankyou sa freebies, mabilis sila mag response sa message ko, mabilis din sya dumating, thank you seller and kuyang nag  delivery",5,5,,,False,[],,False,ph,,False,False
556236209,m*****2,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660139583,"Appearance:9/10 medyo maliit lang po pala ang pendant pero okay lang po
Colour:10/10
Material Quality:10/10

Overall po guds naman po ang necklace sulit naman po ang bayad, thank you so much po",5,5,,,True,"['Appearance', 'Colour', 'Material Quality']","[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}]",False,ph,,False,False
487043104,micahellaaboc17,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1657450769,Appearance:sobrang ganda as in tyaka sulit sa pera thankyou din po sa freebies tyaka mabait si seller thankyouu,5,5,,,True,"['Appearance', 'Colour', 'Material Quality']","[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
374510556,i*****n,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654836489,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
354200399,a*****r,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649154271,brightwin endgame!,5,5,,,False,[],,False,ph,2.0,False,False
194574107,g*****n,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649320379,"Super ganda , What you see is what you get . Dami ko ng na purchased dito sa shop na to . Super Legit may freebies pa always . May socks na freebies hindi ko nalang na picturan kasi tuwang-tuwa ko sa earings ko . Thank you seller Pax et Bonum.  Na purchased ko to nung nag 50% off super sulit.",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,1.0,False,False
271592347,j*****e,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650681857,really love it! the quality is so worth it. greatful to have this on discount hehe. hoping to buy more!,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}]",False,ph,,False,False
577282044,rexnattv,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650301479,It actually came with freebies. Thank you so much Tala for this wonderful Necklace ❤️,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
321782128,louiedomondon,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1647340652,OMG IT WAS SO PERFECT I CAN'T DESCRIBE WHAT IM FEELING RIGHT NOW. I AM SPEECHLESS 😘 THANK YOU MY TALA BY KYLA,5,5,,,False,[],,False,ph,3.0,False,False
355205933,dxvnm,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1648015592,"ang gandaaaa nya sobra, di ko na navideohan kasi excited nako, this is my second time na bumili ulit, ang ganda nya sobra hindi ka magsisi sa price huhu tapos may mga freebies pa and yung note hehehe thankyouuu tbk!!",5,5,,,False,[],,False,ph,1.0,False,False
204029110,mqdope,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654178585,Thank you! Nice and value for money item! I hope my nephew will love it!,5,5,,,False,[],,False,ph,,False,False
60902801,aishapastidio,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650365940,Got my 2gether soulmate necklace today! Thank you so much. Sobrang ganda po. 🥺❤️ Ang tagal ko nang gustong mag purchase nito kaso laging sold out.,5,5,,,False,[],,False,ph,,False,False
282164533,davidken01,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650494059,Super ganda nya as In sulit ang bayad!! Tanong ko lang bat May pa medyas?? HAHAHAHAHHAA,5,5,,,False,[],,False,ph,,False,False
741311588,lalajj,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650435298,Thanku I received ang ganda order pako nxt time pag may pera na thanku so much Ayan lng ung pic sa sobrang excite ko may freebies na sock,5,5,,,False,[],,False,ph,,False,False
192172084,jade_1612,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1648908109,Thankyou so muc💚💚💚💛💛💛,5,5,,,False,[],,False,ph,,False,False
508743940,m*****s,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649415737,"Super ganda ng pagkakagawa, hinding-hindi ako nadissapoint. Before shipping medyo inabot ng ilang days but unexpectedly biglangn nadeliver na agad. Nagandahan rin ako sa freebies na socks, I love it.",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
471538905,_3ranffsq9,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649229577,"Super ganda ng item. Also, may additional din siyang bracelet i think dahil sa buy 1 get 1 na promo. May pa-freebies pa. Responsive and ang bait pa ng seller. Mabilis lang din na-ship and deliver sa'kin. Overall, sobrang satisfied ako.",5,5,,,False,[],,False,ph,2.0,False,False
374510556,i*****n,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649222599,Soooooooooooooo gandaaaaaaa!!!!!! 👉💛👈 No damaged plus cute freebies of socks!,5,5,,,False,[],,False,ph,0.0,False,False
385083575,k*****s,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649208252,"FAV TALA PIECE KO NA SYA OMGGG SUPER GANDAAAAAAAA, I BUY THIS 50% OMGGG",5,5,,,False,[],,False,ph,,False,False
271389422,masofeiasemillamacailing,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1661007025,"Material Quality:super ganda its been 3days since i used the necklace so far wla pa namn na ngangate sa leeg ko💗🙈
Appearance:super ganda but nag expèct ako na its like 25 centavos in size😅
Colour:ita was nice ang perfect

Must buyyy
 Will order again!!!!",5,5,,,True,"['Appearance', 'Colour', 'Material Quality']","[{'tag_id': 51, 'tag_description': 'Excellent quality '}]",False,ph,,False,False
565220749,danayafaithdiego187,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660875398,Thank you so much po sa freebie🥰🥰🥰,5,5,,,False,[],,False,ph,,False,False
763398265,8zw8fron1x,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1663576038,"ang ganda po ng mismong necklace and ang cute po ng lagayan, next time yung couple necklace naman ng 2gether ioorder ko! thankyousomuch tbk!🫶🏻🥹",5,5,5.0,5.0,False,[],,False,ph,,False,False
147405225,j*****1,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1648548303,ang gandaaaa 💚,5,5,,,False,[],,False,ph,2.0,False,False
155736807,analieababoncabrera,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1655815162,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
305156201,n*****6,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654217838,yes!! super nice!❤️❤️,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}]",False,ph,,False,False
126249103,m*****o,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1652250957,Nice!!!,5,5,,,False,[],,False,ph,,False,False
304522639,l*****e,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650451607,,5,5,,,False,[],,False,ph,,False,False
200159374,chirbet,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650603865,Qttttt ♥️,5,5,,,False,[],,False,ph,,False,False
427962500,mariahandreaaaa,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650461858,I LUV IT SO MUCH 😫❤️ THANK YOUUUUUU PO!!,5,5,,,False,[],,False,ph,,False,False
181482298,ericalogdat,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649237607,,5,5,,,False,[],,False,ph,,False,False
211182030,teopedebz,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649234013,Tenchuuuuu 😘💕,5,5,,,False,[],,False,ph,,False,False
529806490,johnclarence9,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1648617217,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,2.0,False,False
279211420,a*****s,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1659254965,"Appearance:maganda
Colour:tama naman yung binigay ni seller
Material Quality:sobrang worth it",5,5,,,True,"['Appearance', 'Colour', 'Material Quality']","[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}]",False,ph,,False,False
155734556,crisyanmendoza,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1653721517,Ang bilis ng deliver at ang ganda nagustuhan ng anak ko..thank u seller di ako nag kamali 2nd time ko umorder dito..🥰👍,5,5,,,False,[],"[{'tag_id': 54, 'tag_description': 'Item shipped immediately '}]",False,ph,,False,False
750601155,bryanchristianrabacallom,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650626916,I love it super duper Ganda simple and minimalist siya worth it ang bayad I will recommend your ship to all my BL friends out there to buy from you ang bilis and ang Ganda lahat thank you and godbless your shop,5,5,,,False,[],,False,ph,,False,False
298102440,i*****o,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1647759095,"Super love it, and the quality is good. Definitely, will order again in this shop",5,5,,,False,[],,False,ph,,False,False
352775028,c*****i,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1654916610,Appearance:It's so nice po.Thank you!❤,5,5,,,True,"['Appearance', 'Colour', 'Material Quality']","[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
300723037,wmtw_,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650527713,BAIWIN MAG ASAWA 🔐 HERE’S TO MORE 2GETHER / FUTURE BW BL MERCH TO COME 🖤🤍🖤🤍🖤🤍 BAIWIN MAG ASAWA 🔐 HERE’S TO MORE 2GETHER / FUTURE BW BL MERCH TO COME 🖤🤍🖤🤍🖤🤍 BAIWIN MAG ASAWA 🔐 HERE’S TO MORE 2GETHER / FUTURE BW BL MERCH TO COME 🖤🤍🖤🤍🖤🤍,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,3.0,False,False
380543756,h*****e,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1650636178,Super ganda natuwa ako and it made myday,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
574837745,paulvincentilumin,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649775828,Super ganda,5,5,,,False,[],,False,ph,,False,False
107775931,marcjeromebien,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649235522,Ganda nya salamat,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}]",False,ph,,False,False
188849918,j*****z,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1649081121,"To get the full effect of tongue twisters you should repeat them several times, as quickly as possible, without stumbling or mispronouncing. Good luck!",5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
287846006,florie_gardose,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660223220,,5,5,,,False,[],,False,ph,,False,False
269195471,l*****q,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660375343,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
101663179,judileechoicantillon,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660086420,,5,5,,,False,[],,False,ph,,False,False
67347457,kristinaranosa,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1663820972,,5,5,5.0,5.0,False,[],,False,ph,,False,False
168322958,l*****e,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1658494795,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 52, 'tag_description': 'Very accommodating seller '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 54, 'tag_description': 'Item shipped immediately '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
288266007,alisapineda,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1663082061,,5,5,,,False,[],,False,ph,,False,False
491974147,t*****z,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1660211025,,5,5,,,False,[],,False,ph,,False,False
620904161,c*****o,Tala by Kyla TBK 2gether The Series Inspired Collection- Soul Mate,0,1661429974,,5,5,,,False,[],"[{'tag_id': 51, 'tag_description': 'Excellent quality '}, {'tag_id': 53, 'tag_description': 'Well-packaged '}, {'tag_id': 55, 'tag_description': 'Will order again '}]",False,ph,,False,False
